item_id,price,developer,release_anio
268050,19.99,Tango Gameworks,2014
323470,39.99,DIMPS,2015
332970,,Sin dato disponible,Sin dato disponible
337630,2.99,InvertMouse,2015
242680,11.99,Vlambeer,2015
341980,4.99,CivilSavages,2015
342200,0.0,Piranha Games Inc.,2015
314660,19.99,"Just Add Water (Developments), Ltd.",2015
271590,39.99,Rockstar North,2015
307780,19.99,"NetherRealm Studios,High Voltage Software",2015
107410,39.99,Bohemia Interactive,2013
339280,0.0,S2 Games,2015
351570,,Sin dato disponible,Sin dato disponible
355840,0.0,Vostok Games,2015
306130,19.99,Zenimax Online Studios,2014
361700,,Sin dato disponible,Sin dato disponible
361710,,Sin dato disponible,Sin dato disponible
361720,,Sin dato disponible,Sin dato disponible
361730,,Sin dato disponible,Sin dato disponible
361740,,Sin dato disponible,Sin dato disponible
361750,,Sin dato disponible,Sin dato disponible
361760,,Sin dato disponible,Sin dato disponible
361770,,Sin dato disponible,Sin dato disponible
361780,,Sin dato disponible,Sin dato disponible
495460,,Sin dato disponible,Sin dato disponible
365590,49.99,Massive Entertainment,2016
365720,0.0,The SKSE Team,2015
367120,0.0,Michaela Laws,2015
367500,29.99,Capcom,2016
369990,14.99,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",2016
372000,0.0,"IMCGAMES Co.,Ltd.",2016
373680,,Sin dato disponible,Sin dato disponible
375230,,Sin dato disponible,Sin dato disponible
377310,0.99,Wulo Games,2015
314680,9.99,Brace Yourself Games,2014
366080,4.99,Brace Yourself Games,2015
383080,,Sin dato disponible,Sin dato disponible
383580,1.99,S.C. 16 BIT NIGHTS S.R.L.,2016
386360,0.0,Hi-Rez Studios,2015
393420,24.99,Bankroll Studios,2015
445900,,Sin dato disponible,Sin dato disponible
396900,,Sin dato disponible,Sin dato disponible
299360,0.0,"Jagex,Artplant",2015
319510,4.99,Scott Cawthon,2014
332800,7.99,Scott Cawthon,2014
354140,7.99,Scott Cawthon,2015
388090,7.99,Scott Cawthon,2015
407840,0.99,"Trek Industries, Inc",2015
394510,19.99,Arrowhead Game Studios,2015
236110,0.0,Trendy Entertainment,2017
369200,,Sin dato disponible,Sin dato disponible
359550,14.99,Ubisoft Montreal,2015
435150,44.99,Larian Studios,2017
290790,29.99,Petroglyph,2015
444090,0.0,Hi-Rez Studios,2016
394230,0.0,Gearbox Software,2016
363680,39.99,Tindalos Interactive,2016
18300,4.99,Shorebound Studios,2008
24400,9.99,NeocoreGames,2009
48700,19.99,TaleWorlds Entertainment,2010
57200,2.99,Doctor Entertainment AB,2010
38900,,Sin dato disponible,Sin dato disponible
43000,9.99,Double Helix Games,2010
46450,9.99,"Headup Games,Silent Dreams",2010
40420,4.99,"Arcen Games, LLC",2010
15740,4.99,Oddworld Inhabitants,2010
15750,9.99,Oddworld Inhabitants,2010
57650,9.99,Realmforge Studios,2011
15120,9.99,Ubisoft Montreal,2008
21980,9.99,Techland,2009
249610,2.99,Evolutionary Games,2014
13500,9.99,Ubisoft,2004
13530,9.99,Ubisoft Montreal,2005
19980,9.99,Ubisoft Montreal,2008
19680,,Sin dato disponible,Sin dato disponible
70420,9.99,EasyGameStation,2011
33460,14.99,Ubisoft Montpellier,2011
200910,4.99,Iridium Studios,2011
203630,24.99,Ino-Co Plus,2012
211340,14.99,Hanako Games,2012
207370,2.99,Flat Software,2012
207380,5.99,Tennen-sozai,2012
207400,5.99,Tennen-sozai,2012
204630,14.99,"Vblank Entertainment, Inc.",2014
218410,14.99,"Level Up Labs, LLC",2012
223510,14.99,IonFx,2012
223810,14.99,Nihon Falcom,2013
223870,,Sin dato disponible,Sin dato disponible
265630,0.0,Fistful of Frags Team,2014
286100,0.0,Minor Key Games,2012
264380,0.0,stage-nana,2007
209060,14.99,"Dejobaan Games, LLC",2014
230700,14.99,NIGORO,2013
220200,39.99,Squad,2015
225360,9.99,Realmforge Studios,2013
244870,7.99,Michael Todd Games,2013
244730,4.99,"Iron Galaxy Studios, LLC",2013
248650,3.99,Hitcents,2013
248860,14.99,Blue Bottle Games,2014
249990,14.99,BetaDwarf,2013
252410,9.99,Image &amp; Form,2013
253610,9.99,Final Boss Entertainment,2014
264200,4.99,Silver Dollar Games,2014
266210,3.49,Smoking WOLF,2014
275390,14.99,DrinkBox Studios,2014
275530,6.99,TickTock Games,2014
282900,29.99,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015
116100,9.99,Eclipse Games,2014
290770,9.99,Over The Moon,2014
296510,9.99,Team Tripleslash,2014
302710,9.99,Targem Games,2014
310080,9.99,"Mediatonic,Hato Moa,The Irregular Corporation",2014
310850,13.99,Digital Furnace Games,2015
315540,9.99,alpha six productions,2014
319080,19.99,High Impact Games,2012
321870,4.99,Jesse Makkonen,2014
343360,0.99,Microblast Games,2015
353330,9.99,Creepy Cute,2015
363790,1.99,PigelPix,2015
363970,0.0,Playsaurus,2015
384360,1.87,"Edmund McMillen,James Id",2015
385770,0.0,Proton Studio Inc,2015
409160,0.0,Crows Crows Crows,2015
17390,19.99,Maxis™,2008
17440,19.99,Maxis™,2008
24720,19.99,EA - Maxis,2009
12110,9.99,Rockstar Games,2003
12170,0.0,Rockstar North,1998
12180,0.0,Rockstar North,1999
12240,,Sin dato disponible,Sin dato disponible
55040,9.99,Blendo Games,2011
35000,9.99,IO Interactive,2009
205870,6.99,Cipher Prime Studios,2012
211600,6.99,Looking Glass Studios,1998
208140,19.99,AMPLITUDE Studios,2012
204940,9.99,Paradox Development Studio,2012
221810,14.99,Double Fine Productions,2013
227240,0.0,Scirra,2013
221200,,Sin dato disponible,Sin dato disponible
242590,0.0,Sin dato disponible,2013
204240,9.99,"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",2013
233150,9.99,Vlambeer,2014
55020,,Sin dato disponible,Sin dato disponible
209520,4.99,The Binary Mill,2013
242880,19.99,Big Robot Ltd,2013
246700,11.99,Ragequit Corporation,2014
242940,6.99,Sin dato disponible,2001
239070,9.99,Crackshell,2013
239200,19.99,The Chinese Room,2013
250760,24.99,Yacht Club Games,2014
253030,,Sin dato disponible,Sin dato disponible
242980,6.99,Sin dato disponible,2000
262790,14.99,Avidly Wild Games,2014
263420,4.99,South East Games,2014
274350,9.99,"Tendershoot,A Jolly Corpse",2015
290890,4.99,EightyEightGames,2015
304430,,Sin dato disponible,Sin dato disponible
232430,14.99,Fullbright,2013
316010,0.0,Stainless Games Ltd.,2015
317410,0.0,REMIMORY,2014
265890,2.99,Matthew Brown,2014
271900,2.99,Matthew Brown,2014
304410,4.99,Matthew Brown,2014
329380,14.99,Carbon,2015
304650,18.99,Failbetter Games,2015
335300,39.99,"FromSoftware, Inc",2015
360740,2.99,Moppin,2015
243970,19.99,Klei Entertainment,2015
317820,14.99,Gambrinous,2015
230270,14.99,Metanet Software Inc.,2016
474750,2.99,Nerial,2016
496920,,Sin dato disponible,Sin dato disponible
2100,9.99,Arkane Studios,2006
2130,,Sin dato disponible,Sin dato disponible
10700,,Sin dato disponible,Sin dato disponible
21680,9.99,Capcom,2008
37400,4.99,Size Five Games,2009
37420,,Sin dato disponible,Sin dato disponible
23380,5.99,"Square Enix,PopCap Games, Inc.",2009
32400,5.99,LucasArts,1995
32380,5.99,LucasArts,1997
32440,19.99,"Traveller's Tales,Feral Interactive (Mac)",2009
32470,19.99,Petroglyph,2006
65700,8.99,Bohemia Interactive,2010
65720,8.99,Bohemia Interactive,2010
202730,9.99,"Hassey Enterprises, Inc.",2012
64000,9.99,Digitalmindsoft,2011
203210,9.99,Puppygames,2012
207490,19.99,"UBIart Montpellier,Feral Interactive (Mac)",2012
207150,9.99,"Tindalos Interactive,Headup Games",2012
215670,2.99,Benjamin Rivers Inc.,2012
214340,9.99,Daedalic Entertainment,2012
209670,19.99,Data Realms,2012
200170,14.99,Team17 Digital Ltd,2012
220740,19.99,Daedalic Entertainment,2012
223830,24.99,Goldhawk Interactive,2014
1930,9.99,Reality Pump Studios,2009
23300,5.99,Square Enix,2009
80300,4.99,Ivy Games,2010
219200,9.99,Puppygames,2013
36630,,Sin dato disponible,Sin dato disponible
102700,0.0,Red Duck Inc.,2011
200210,0.0,Wild Shadow Studios,2012
212800,0.0,Vlambeer,2010
29140,0.0,Jason Rohrer,2009
29150,0.0,Lucas Pope and Keiko Ishizaka,2009
31500,0.0,Edmund McMillen and Florian Himsl,2008
248570,0.0,Nabi Studios,2006
216150,0.0,Nexon,2012
239220,,Sin dato disponible,Sin dato disponible
228260,24.99,Stardock Entertainment,2013
219190,9.99,Puppygames,2013
34190,9.99,Sumo Digital,2010
200940,,Sin dato disponible,Sin dato disponible
202530,,Sin dato disponible,Sin dato disponible
203650,9.99,SEGA,2012
213610,9.99,SEGA,2012
229660,2.99,Sumo Digital,2013
235720,9.99,Ludochip,2013
233250,,Sin dato disponible,Sin dato disponible
243160,14.99,Untame,2015
205080,9.99,Gaijin Games,2013
244950,7.99,Schulenburg Software,2014
243950,39.99,Larian Studios,2013
242550,29.99,Sin dato disponible,2013
237630,14.99,WayForward,2013
248310,14.99,GalaxyTrail,2014
249590,9.99,Rain Games,2013
226720,24.99,Spark Unlimited,2013
237740,4.99,FreakZone Games,2013
251730,23.99,Almost Human Games,2014
252030,14.99,Sin dato disponible,2013
252350,9.99,"WayForward,Abstraction Games",2014
252750,9.99,Crunching Koalas,2014
253900,6.99,Topware Interactive,2013
254000,,Sin dato disponible,Sin dato disponible
254020,,Sin dato disponible,Sin dato disponible
254040,,Sin dato disponible,Sin dato disponible
254060,6.99,Reality Pump,2003
243000,9.99,Quantic Dream,1999
257120,9.99,2DArray,2013
249330,3.99,Petit Depotto,2013
241910,19.99,Daedalic Entertainment,2013
258910,14.99,Eden Industries,2015
260790,14.99,"Nicalis, Inc.",2014
236470,19.99,BANDAI NAMCO Studio Inc.,2014
262390,19.99,Coilworks,2014
263880,6.99,"Dugan,Gabor,Electric Cafe",2014
264540,9.99,Magiko Gaming,2014
264690,9.99,Dumb and Fat Games,2013
266150,0.0,IO Entertainment,2013
266430,0.0,Elijah Newman-Gomez,2014
267920,9.99,Rage Software,2003
267940,9.99,Team 6 Studios,2010
268240,,Sin dato disponible,Sin dato disponible
270450,9.99,Erik Asmussen,2015
271670,1.99,Four Circle Interactive,2014
272470,14.99,NeocoreGames,2014
274230,12.99,Tomasz Wacławek,2015
235320,4.99,Altar Games,2001
257970,19.99,Winter Wolves,2014
276340,9.99,Sproing,2014
277850,14.99,Die Gute Fabrik,2014
278360,12.99,Gone North Games,2014
278530,14.99,Aldorlea Games,2014
283230,2.99,MEGAFUZZ,2014
283680,19.99,Edelweiss,2014
284460,9.99,5 Bits Games,2014
285980,19.99,Kraken Empire,2014
286360,6.99,"10th Art Studio,Adventure Productions",2014
292600,4.99,Kumobius,2015
293660,14.99,Rat King Entertainment,2014
293780,14.99,Powerhoof,2017
256290,14.99,Ubisoft Montréal,2014
295490,9.99,Italic Pig,2014
296910,3.99,AwesomeBlade,2014
296970,19.99,Abbey Games,2015
297020,,Sin dato disponible,Sin dato disponible
297290,5.99,Nerd Monkeys®,2014
298600,5.99,QUICKTEQUILA,2014
299260,9.99,Colossal Games,2014
299680,4.99,Nyamyam,2015
300570,24.99,Zachtronics,2015
300580,19.99,17-BIT,2015
239120,15.99,Square Enix,2014
292140,19.99,Square Enix,2014
305920,5.99,ShaunJS,2014
307070,4.99,DarkElite,2014
307590,9.99,Self Made Miracle,2015
308040,5.99,Bedtime Digital Games,2014
310450,0.0,Red Meat Games,2014
240760,39.99,inXile Entertainment,2014
259130,5.99,inXile Entertainment,1988
404730,,Sin dato disponible,Sin dato disponible
312610,7.99,"SNK CORPORATION,DotEmu",2014
312750,15.99,"Square Enix,DotEmu SAS.",2014
313080,19.99,Shark Punch,2015
313400,9.99,Cross Eaglet,2014
313740,,Sin dato disponible,Sin dato disponible
269210,5.99,"Elias Viglione,Jussi Kukkonen",2014
314830,19.99,Daedalic Entertainment,2015
255070,14.99,ACE Team,2014
315430,12.99,Bluebutton Games,2014
315650,9.99,"RichMakeGame,Colin Northway",2014
240970,9.99,Opus,2014
317280,19.99,MoaCube,2016
319910,21.99,Frozenbyte,2015
7000,6.99,Crystal Dynamics,2006
8000,8.99,"Crystal Dynamics,Feral Interactive (Mac)",2007
8140,8.99,Crystal Dynamics,2008
224960,6.99,Core Design,2012
224980,6.99,Core Design,2012
225000,6.99,Core Design,2012
225020,6.99,Core Design,2012
225300,6.99,Core Design,2012
225320,6.99,Core Design,2012
322110,14.99,"Batterystaple Games,Fire Hose Games",2017
322290,9.99,"Nihon Falcom,Mastiff",2015
323380,19.99,Question,2015
325370,8.99,Funktronic Labs,2015
305050,9.99,Housemarque,2014
258970,19.99,Arrowhead Game Studios,2014
327310,19.99,Wonderstruck,2014
327890,12.99,Bossa Studios,2015
328060,0.0,Rhaon Entertainment,2015
328760,7.99,Black Shell Games,2015
329490,11.99,MAGES. Inc.,2015
330180,9.99,Pastagames,2015
331340,9.99,Encryptique,2015
289690,19.99,Crystal Dynamics,2014
332500,19.99,"BitMonster, Inc.",2015
222420,14.99,"SNK CORPORATION,Code Mystics",2014
335670,9.99,Dingaling,2014
337150,9.99,Handelabra Games Inc.,2014
337270,4.99,MeDungeon Ltd.,2015
338170,8.99,Lino Slahuschek,2016
338760,2.99,The Future Of Videogames,2015
341530,3.99,Zanrai Interactive,2015
341800,,Sin dato disponible,Sin dato disponible
310740,17.99,Minor Key Games,2015
342620,9.99,Triangle Studios,2015
343800,2.99,Zojoi,2015
345370,14.99,STRIKEWORKS,2015
222440,14.99,"SNK CORPORATION,Code Mystics",2015
345820,19.99,WayForward,2015
294440,14.99,Zojoi,2014
347160,,Sin dato disponible,Sin dato disponible
349580,0.0,Nacho Games,2015
351250,9.99,Beast Games,2015
354430,9.99,Lucasfim,1994
355250,9.99,Totally Games,1994
356530,19.99,Hanako Games,2015
356500,5.99,Ensemble Studios,2001
356670,0.0,Lag Studios,2015
297130,14.99,Acid Nerve,2015
359580,9.99,Cowardly Creations,2015
359870,29.99,Square Enix,2016
361670,9.99,Totally Games,1999
361690,9.99,Totally Games,1997
362680,14.99,Killmonday Games AB,2015
329460,9.99,TreeFortress Games,2015
365770,19.99,Bithell Games,2015
366230,7.99,"SNK CORPORATION,DotEmu",2016
366250,7.99,DotEmu,2015
366260,6.99,"SNK CORPORATION,DotEmu",2016
366270,7.99,"SNK CORPORATION,DotEmu",2016
366280,7.99,"SNK CORPORATION,DotEmu",2016
365670,0.0,Blender Foundation,2015
368160,12.99,Spicy Tails,2015
351710,29.99,"Idea Factory,Compile Heart,Felistella",2015
373480,8.99,Modesty,2016
382240,,Sin dato disponible,Sin dato disponible
382900,15.99,Square Enix,2015
383980,14.99,Dan Fornace,2017
385710,4.99,ZackBellGames,2015
386070,39.99,Uber Entertainment,2015
386990,5.99,ebi-hime,2015
291550,0.0,Blue Mammoth Games,2017
295790,14.99,"Upper One Games,E-Line Media",2014
393360,,Sin dato disponible,Sin dato disponible
394690,14.99,PixelTail Games,2016
382490,0.0,Rogue Snail,2015
350210,9.99,WayForward,2015
397500,2.99,Labyrinthine,2015
406440,,Sin dato disponible,Sin dato disponible
329440,29.99,Sonic Team,2015
407230,2.99,Labyrinthine,2015
265750,14.99,Switchblade Monkeys Entertainment,2015
386800,,Sin dato disponible,Sin dato disponible
282210,14.99,Firaxis Games,2015
65980,39.99,"Firaxis Games,Aspyr (Mac, Linux)",2014
441550,5.99,Coolhand Interactive,1998
442210,8.99,Altfuture,2016
99300,15.0,Avalanche Studios,2011
429330,9.99,Game Swing,2016
214850,,Sin dato disponible,Sin dato disponible
443080,,Sin dato disponible,Sin dato disponible
216390,,Sin dato disponible,Sin dato disponible
234310,,Sin dato disponible,Sin dato disponible
243870,,Sin dato disponible,Sin dato disponible
291150,0.0,Frozen Yak Entertainment,2014
33900,12.99,Bohemia Interactive,2009
243470,29.99,Ubisoft,2014
209160,59.99,Infinity Ward,2014
209170,,Sin dato disponible,Sin dato disponible
238590,,Sin dato disponible,Sin dato disponible
326960,0.0,"David Hensley,Alex Quick",2014
444640,0.0,Ninja Kiwi,2016
113420,0.0,Reloaded Productions,2011
205710,0.0,Daybreak Game Company,2012
206210,0.0,"Monolith Productions, Inc.",2012
212500,0.0,"Standing Stone Games, LLC",2012
39000,,Sin dato disponible,Sin dato disponible
214420,0.0,Doctor Entertainment AB,2015
233630,,Sin dato disponible,Sin dato disponible
251670,,Sin dato disponible,Sin dato disponible
226320,,Sin dato disponible,Sin dato disponible
246280,,Sin dato disponible,Sin dato disponible
253430,,Sin dato disponible,Sin dato disponible
270370,0.0,Vortal Storm,2014
319060,,Sin dato disponible,Sin dato disponible
302830,0.0,Shumkov Dmitriy,2014
304050,0.0,Trion Worlds,2015
310370,0.0,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016
317360,0.0,Double Action Factory,2014
335330,0.0,Exe Games Inc.,2012
346330,0.0,Reperio Studios,2016
349480,0.0,Ascension Entertainment LLC,2008
355180,0.0,Hoobalugalar_X,2017
381990,0.0,Gravity Interactive,2010
402840,0.0,Codename Entertainment Inc.,2015
280790,,Sin dato disponible,Sin dato disponible
415860,0.0,Crematorium of Time,2016
438040,0.0,Playa Games GmbH,2016
351630,0.0,Theory Georgiou,2016
521200,0.0,Matt Roszak,2010
4770,4.99,The Creative Assembly,2006
36100,4.99,Sandlot Games,2009
36110,,Sin dato disponible,Sin dato disponible
36120,,Sin dato disponible,Sin dato disponible
44200,9.99,"Hassey Enterprises, Inc.",2010
209690,4.99,Subatomic Studios LLC,2012
61600,4.99,Secret Exit Ltd.,2010
227580,4.99,EightyEightGames,2013
215710,9.99,Subatomic Studios LLC,2013
202270,9.99,Pieces Interactive,2013
241320,9.99,Ludosity,2013
251430,14.99,Studio Fizbin,2013
251490,14.99,Ivy Games,2015
25800,14.99,Paradox Development Studio,2007
226960,14.99,Zachtronics,2013
235980,9.99,Swing Swing Submarine,2013
94400,9.99,Messhof,2014
266130,14.99,"Mighty Rabbit Studios,Gun.",2014
201040,4.99,"Hassey Enterprises, Inc.",2014
287980,9.99,Dinosaur Polo Club,2015
290260,9.99,"Alan Hazelden,Harry Lee",2014
303210,9.99,Everything Unlimited Ltd.,2015
280740,4.99,Aperture Tag Team,2014
346180,1.99,Fermenter Games,2014
346420,9.99,Weird and Wry,2015
450700,12.99,Weird and Wry,2016
375820,9.99,Tomorrow Corporation,2015
46400,4.99,"Headup Games,Clockstone",2010
233980,12.99,@unepic_fran,2014
231310,14.99,Santa Ragione,2013
337360,4.99,Empty Clip Studios,2016
247950,14.99,Keen Games,2014
383150,19.99,Techland,2016
383180,19.99,Techland,2016
208480,19.99,Ubisoft Montreal,2012
38830,,Sin dato disponible,Sin dato disponible
214510,19.99,Traveller's Tales,2012
32350,5.99,LucasArts,2002
32390,2.99,LucasArts,1998
32420,19.99,Krome Studios,2009
352400,19.99,"TT Games Ltd,Feral Interactive (Mac)",2015
11020,0.0,Nadeo,2008
11610,0.0,Eyedentity Games Inc.,2012
17080,0.0,Hi-Rez Studios,2012
290930,0.0,"Filip Victor,Valve",2015
269670,9.99,Frogmind,2015
389570,0.0,Freakinware Studios,2015
391460,0.0,WARTEAM,2015
413850,,Sin dato disponible,Sin dato disponible
413851,,Sin dato disponible,Sin dato disponible
413852,,Sin dato disponible,Sin dato disponible
413853,,Sin dato disponible,Sin dato disponible
413854,,Sin dato disponible,Sin dato disponible
413855,,Sin dato disponible,Sin dato disponible
413856,,Sin dato disponible,Sin dato disponible
413857,,Sin dato disponible,Sin dato disponible
413858,,Sin dato disponible,Sin dato disponible
413859,,Sin dato disponible,Sin dato disponible
458250,,Sin dato disponible,Sin dato disponible
458260,,Sin dato disponible,Sin dato disponible
458270,,Sin dato disponible,Sin dato disponible
458280,,Sin dato disponible,Sin dato disponible
458300,,Sin dato disponible,Sin dato disponible
458310,,Sin dato disponible,Sin dato disponible
458320,,Sin dato disponible,Sin dato disponible
497810,,Sin dato disponible,Sin dato disponible
497811,,Sin dato disponible,Sin dato disponible
497812,,Sin dato disponible,Sin dato disponible
497813,,Sin dato disponible,Sin dato disponible
418040,0.99,"Yunus Ayyildiz,Sho Ohhira",2015
3220,,Sin dato disponible,Sin dato disponible
109400,,Sin dato disponible,Sin dato disponible
203290,0.0,U.S. Army,2015
218130,0.0,Critical Studio,2013
218310,,Sin dato disponible,Sin dato disponible
258700,,Sin dato disponible,Sin dato disponible
218470,,Sin dato disponible,Sin dato disponible
237310,0.0,KOG,2014
250600,0.0,Krillbite Studio,2013
269390,,Sin dato disponible,Sin dato disponible
206500,0.0,Carbon Games,2012
241640,,Sin dato disponible,Sin dato disponible
253710,0.0,"Expansive Worlds,Avalanche Studios",2014
263540,0.0,Mad Otter Games,2014
257710,0.0,The Men Who Wear Many Hats,2014
260410,0.0,Digital Leisure Inc.,2014
264360,,Sin dato disponible,Sin dato disponible
285580,189.96,Spearhead Games,2014
290730,0.0,"Gravvit Ltd,Forbes  Consult Ltd",2014
291210,,Sin dato disponible,Sin dato disponible
293540,0.0,Masthead Studios Ltd,2014
294160,0.0,"Hassey Enterprises, Inc.",2014
295550,0.0,Katauri,2014
298240,0.0,"Rocketeer Games Studio, LLC",2015
302610,2.99,"Ian MacLarty,Jon Kerney",2014
302380,0.0,Suspicious Developments,2014
270570,0.99,3f Interactive,2012
9880,0.0,Cryptic Studios,2009
314970,0.0,Noble Master LLC,2016
315640,,Sin dato disponible,Sin dato disponible
317470,0.0,Cosmic Cow LLC,2014
48900,,Sin dato disponible,Sin dato disponible
293500,0.0,Ganz,2014
312150,2.99,Hyper Hippo Games,2014
223650,,Sin dato disponible,Sin dato disponible
330760,,Sin dato disponible,Sin dato disponible
17570,0.0,Octoshark Studios,2010
335150,0.0,Gameguyz,Jan 2015
336670,0.0,Shifty Chair Games,2015
338180,0.0,[geim].pro,2015
338540,0.0,SDEnterNet,2015
339120,0.0,Dodge Roll,2014
340810,0.0,Bytebin,2015
341720,0.0,Eat Create Sleep,2015
342570,139.92,GameUS Inc.,2015
342980,0.0,MovingBlocks,2015
316390,0.0,Cybertime System,2015
345520,,Sin dato disponible,Sin dato disponible
345650,0.0,InvertMouse,2015
346120,0.0,Spasman Games,2014
347630,,Sin dato disponible,Sin dato disponible
348700,0.0,Millenium Project Enterprises,2001
350020,0.0,Spicy Horse Games,2015
350700,0.0,L&amp;K Logic Korea,Apr 2015
351790,23.96,"Milan Kazarka,Jeroen van Oosten",2015
351800,0.0,Daniel Jonathan Bourke,2015
352160,0.0,TEAM101,2015
353360,0.0,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2014
351140,0.0,Reactor Zero,2015
356640,,Sin dato disponible,Sin dato disponible
360760,,Sin dato disponible,Sin dato disponible
360870,0.0,Tigerish Games,2015
362070,0.0,N2Games,2015
320590,,Sin dato disponible,Sin dato disponible
365050,0.0,Stephane Bottin,2015
372800,0.0,Marxnet,2015
376570,0.0,Carbine Studios,2014
378300,0.0,Gnarled Scar Manipulations,2015
380840,0.0,Teeworlds Team,2007
384400,,Sin dato disponible,Sin dato disponible
387860,0.0,the whale husband,2015
388490,0.0,CoaguCo Industries,2015
388870,,Sin dato disponible,Sin dato disponible
391260,2.99,Labyrinthine,2015
391270,0.0,David Szymanski,2014
398450,0.0,FNGames,2013
404580,0.0,Studio Evil,2015
417860,0.0,Kyle Seeley,2015
417890,0.0,Alientrap,2015
427270,0.0,Robot Entertainment,2017
424280,0.0,SnoutUp,2016
436110,0.0,Guru Games,2016
449000,0.0,For All To Play,2016
449140,0.0,treeform,2016
457420,,Sin dato disponible,Sin dato disponible
7520,19.99,Reality Pump Studios,2011
6310,9.99,Funcom,2000
13210,19.99,"Epic Games, Inc.",2007
13520,9.99,Crytek Studios,2004
10150,19.99,Radical Entertainment,2009
25990,9.99,Cyberlore,2001
73230,,Sin dato disponible,Sin dato disponible
42640,,Sin dato disponible,Sin dato disponible
39540,9.99,Phenomic,2009
39550,14.99,"Phenomic,THQ Nordic",2009
94000,3.99,Stout Games,2011
48720,9.99,TaleWorlds Entertainment,2011
91810,9.99,Bacon Wrapped Games,2011
201760,,Sin dato disponible,Sin dato disponible
25000,29.99,Wolfire Games,2017
10220,11.99,Trashmasters,2011
115320,39.99,Radical Entertainment,2012
211580,4.99,Yeti Trunk,2011
215280,0.0,Funcom,2017
7510,9.99,Gaijin Entertainment,2009
215470,7.99,Lukewarm Media,2012
223750,,Sin dato disponible,Sin dato disponible
233860,,Sin dato disponible,Sin dato disponible
227860,24.99,Sauropod Studio,2017
226740,9.99,"Radial Games Corp,Dejobaan Games, LLC",2013
227720,,Sin dato disponible,Sin dato disponible
233390,,Sin dato disponible,Sin dato disponible
242860,24.99,"M2H,Blackmill Games",2015
236370,9.99,Zero Point Software,2013
244710,9.99,Might and Delight,2013
245130,,Sin dato disponible,Sin dato disponible
229580,8.99,HyperSloth,2015
244030,26.99,Bohemia Interactive,2017
249360,1.99,Screwfly Studios,2013
235600,29.99,Ubisoft Toronto,2013
232810,,Sin dato disponible,Sin dato disponible
422420,14.99,22cans,2016
250340,9.99,"Eric Hartman,Ben Garney,Anthony Rotondo",2007
250380,9.99,Ice-Pick Lodge,2013
250620,16.99,Krillbite Studio,2017
251110,24.99,Loiste Interactive,2016
251170,9.99,9heads Game Studios,2014
251270,14.99,GrisGris,2016
251890,,Sin dato disponible,Sin dato disponible
252250,24.99,Simon Roth,2013
252870,,Sin dato disponible,Sin dato disponible
253250,24.99,Radiant Entertainment,2015
224460,9.99,Compulsion Games,2013
249870,19.99,5th Cell Media,2013
238910,9.99,"Arcen Games, LLC",2013
263440,,Sin dato disponible,Sin dato disponible
263760,9.99,Secret Exit Ltd.,2014
264710,,Sin dato disponible,Sin dato disponible
265810,4.99,PIXOWL INC.,2015
269030,9.99,"Damian Sommer,Emily Carroll",2013
200010,8.99,Airtight Games,2012
247730,4.99,Phosphor Games Studio,2014
271570,9.99,BumpkinBrothers,2014
237870,14.99,Pathea Games,2016
274920,14.99,Holotech Studios,2015
274940,19.99,Digital Confectioners,2014
316110,,Sin dato disponible,Sin dato disponible
275100,14.99,Might and Delight,2015
349740,2.99,Might and Delight,2015
251570,,Sin dato disponible,Sin dato disponible
277930,0.0,Nerd Kingdom Inc.,2014
278460,14.99,Dancing Dragon Games,2014
281990,39.99,Paradox Development Studio,2016
287600,19.99,Tale of Tales,2015
288040,4.99,WZOGI,2014
294100,29.99,Ludeon Studios,2016
296830,,Sin dato disponible,Sin dato disponible
298260,0.0,Creability,2014
297810,,Sin dato disponible,Sin dato disponible
299860,,Sin dato disponible,Sin dato disponible
304030,0.0,XLGAMES,2015
307880,14.99,"Signal Studios,Smart Ghost",2015
312840,9.99,"Aspyr,Quantic Dream (original release)",2015
313120,14.99,Beam Team Games,2015
314810,19.99,Nexus Game Studios,2014
274900,0.99,JForce Games,2014
318310,4.99,Choice of Games,2013
322920,9.99,"Expansive Worlds,Avalanche Studios",2015
325210,9.99,"Claudio Norori,Antonio Vargas,Martin Norori",2014
328940,14.99,"Crescent Moon Games,Cinopt Studios",2015
321360,12.99,"Circle Five Studios,Pub Games",2015
332310,29.99,"TT Games,Traveller's Tales",2017
333950,19.99,Keen Software House,2015
349110,,Sin dato disponible,Sin dato disponible
334230,4.99,BlankMediaGames,2014
337320,14.99,South East Games,2015
337950,0.0,Eforb,2016
339350,9.99,Choice of Games,2014
340150,9.99,Halfbus,2015
344760,19.99,Code}{atch,2015
266510,19.99,Defiant Development,2015
326460,6.99,kChamp Games,2015
356390,6.99,Brainchild,2016
358130,14.99,Maschinen-Mensch,2016
